index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,km,kg CO2e,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,miles,kg CO2e,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,km,kg CO2e,0.15504
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,miles,kg CO2e,0.24952
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,km,kg CO2e,0.23722
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,miles,kg CO2e,0.38177
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,km,kg CO2e,0.17414
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,miles,kg CO2e,0.28025
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,km,kg CO2e of CO2 per unit,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,miles,kg CO2e of CO2 per unit,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,km,kg CO2e of CO2 per unit,0.15291
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,miles,kg CO2e of CO2 per unit,0.24609
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,km,kg CO2e of CO2 per unit,0.23509
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,miles,kg CO2e of CO2 per unit,0.37834
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,km,kg CO2e of CO2 per unit,0.17201
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,miles,kg CO2e of CO2 per unit,0.27682
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,km,kg CO2e of CH4 per unit,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,miles,kg CO2e of CH4 per unit,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,km,kg CO2e of CH4 per unit,0.00177
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,miles,kg CO2e of CH4 per unit,0.00286
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,km,kg CO2e of CH4 per unit,0.00177
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,miles,kg CO2e of CH4 per unit,0.00286
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,km,kg CO2e of CH4 per unit,0.00177
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,miles,kg CO2e of CH4 per unit,0.00286
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,km,kg CO2e of N2O per unit,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,CNG,miles,kg CO2e of N2O per unit,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,km,kg CO2e of N2O per unit,0.00036
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,CNG,miles,kg CO2e of N2O per unit,0.00058
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,km,kg CO2e of N2O per unit,0.00036
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,CNG,miles,kg CO2e of N2O per unit,0.00058
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,km,kg CO2e of N2O per unit,0.00036
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,CNG,miles,kg CO2e of N2O per unit,0.00058
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,km,kg CO2e,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,miles,kg CO2e,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,km,kg CO2e,0.17427
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,miles,kg CO2e,0.28046
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,km,kg CO2e,0.26771
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,miles,kg CO2e,0.43082
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,km,kg CO2e,0.19599
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,miles,kg CO2e,0.31541
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,km,kg CO2e of CO2 per unit,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,miles,kg CO2e of CO2 per unit,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,km,kg CO2e of CO2 per unit,0.17385
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,miles,kg CO2e of CO2 per unit,0.27979
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,km,kg CO2e of CO2 per unit,0.26729
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,miles,kg CO2e of CO2 per unit,0.43015
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,km,kg CO2e of CO2 per unit,0.19557
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,miles,kg CO2e of CO2 per unit,0.31474
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,km,kg CO2e of CH4 per unit,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,miles,kg CO2e of CH4 per unit,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,km,kg CO2e of CH4 per unit,6e-05
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,miles,kg CO2e of CH4 per unit,9e-05
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,km,kg CO2e of CH4 per unit,6e-05
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,miles,kg CO2e of CH4 per unit,9e-05
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,km,kg CO2e of CH4 per unit,6e-05
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,miles,kg CO2e of CH4 per unit,9e-05
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,km,kg CO2e of N2O per unit,
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,LPG,miles,kg CO2e of N2O per unit,
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,km,kg CO2e of N2O per unit,0.00036
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,LPG,miles,kg CO2e of N2O per unit,0.00058
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,km,kg CO2e of N2O per unit,0.00036
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,LPG,miles,kg CO2e of N2O per unit,0.00058
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,km,kg CO2e of N2O per unit,0.00036
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,LPG,miles,kg CO2e of N2O per unit,0.00058
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,km,kg CO2e,0.14322
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,miles,kg CO2e,0.23049
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,km,kg CO2e,0.17322
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,miles,kg CO2e,0.27877
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,km,kg CO2e,0.22678
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,miles,kg CO2e,0.36495
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,km,kg CO2e,0.16725
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,miles,kg CO2e,0.26915
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,km,kg CO2e of CO2 per unit,0.14221
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,miles,kg CO2e of CO2 per unit,0.22886
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,km,kg CO2e of CO2 per unit,0.17201
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,miles,kg CO2e of CO2 per unit,0.27682
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,km,kg CO2e of CO2 per unit,0.22535
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,miles,kg CO2e of CO2 per unit,0.36267
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,km,kg CO2e of CO2 per unit,0.16608
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,miles,kg CO2e of CO2 per unit,0.26728
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,km,kg CO2e of CH4 per unit,0.00024
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,miles,kg CO2e of CH4 per unit,0.00038
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,km,kg CO2e of CH4 per unit,0.00017
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,miles,kg CO2e of CH4 per unit,0.00027
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,km,kg CO2e of CH4 per unit,0.0001
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,miles,kg CO2e of CH4 per unit,0.00016
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,km,kg CO2e of CH4 per unit,0.00019
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,miles,kg CO2e of CH4 per unit,0.0003
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,km,kg CO2e of N2O per unit,0.00077
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Unknown,miles,kg CO2e of N2O per unit,0.00124
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,km,kg CO2e of N2O per unit,0.00104
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Unknown,miles,kg CO2e of N2O per unit,0.00168
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,km,kg CO2e of N2O per unit,0.00133
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Unknown,miles,kg CO2e of N2O per unit,0.00213
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,km,kg CO2e of N2O per unit,0.00098
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Unknown,miles,kg CO2e of N2O per unit,0.00157
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.05669
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.09123
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.0882
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.14193
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.1143
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.18396
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.10461
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.16834
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.05622
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.09047
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.08753
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.14087
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.11353
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.18271
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.10389
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.16719
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00036
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00035
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00055
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00039
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00064
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00037
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00059
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00025
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.0004
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00032
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00052
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00038
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00061
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00035
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00056
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e,0.03688
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e,0.05936
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e,0.03882
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e,0.06246
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e,0.04205
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e,0.06767
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e,0.04047
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e,0.06512
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03643
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.05863
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03829
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.06162
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.04145
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.0667
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03992
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.06424
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00019
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00031
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00036
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00026
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00041
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00024
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00037
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00026
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00042
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.0003
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00048
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00035
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00056
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00031
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00051
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Diesel,km,kg CO2e,0.15738
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Diesel,km,kg CO2e,0.1926
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Diesel,km,kg CO2e,0.27878
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Diesel,km,kg CO2e,0.25561
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Diesel,km,kg CO2e of CO2 per unit,0.15572
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Diesel,km,kg CO2e of CO2 per unit,0.19094
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Diesel,km,kg CO2e of CO2 per unit,0.27712
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Diesel,km,kg CO2e of CO2 per unit,0.25395
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Diesel,km,kg CO2e of CH4 per unit,4.860776705385985e-06
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Diesel,km,kg CO2e of CH4 per unit,4.860776705385985e-06
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Diesel,km,kg CO2e of CH4 per unit,4.860776705385985e-06
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Diesel,km,kg CO2e of CH4 per unit,4.860776705385985e-06
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e,0.20188
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e,0.20874
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e,0.33845
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e,0.21335
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.20118
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.20804
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.33775
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.21265
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e,0.25113
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e of CO2 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e of CO2 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e of CO2 per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e of CO2 per unit,0.24931
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e of CH4 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e of CH4 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e of CH4 per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e of CH4 per unit,0.00132
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e of N2O per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e of N2O per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e of N2O per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e of N2O per unit,0.0005
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e,0.2761
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e of CO2 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e of CO2 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e of CO2 per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e of CO2 per unit,0.27556
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e of CH4 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e of CH4 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e of CH4 per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e of CH4 per unit,4e-05
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e of N2O per unit,
